id,product_id,product_name,price,shop,brand,img_url,sales,CommentCountStr,AverageScore,GoodCountStr,DefaultGoodCountStr,GoodRate,AfterCountStr,VideoCountStr,PoorCountStr,GeneralCountStr
830951337853,100956030102552,华为 麦芒系列 OIS光学防抖 轻薄机身 游戏优化 大电池,1573.7,华为京东自营官方旗舰店,华为,//img18.360buyimg.com/n7/jfs/4f30009bd5.jpg,29910,22900,4.5,21757,18605,93.00%,2000,586,803,340
964902285395,100235808503042,荣耀 Note系列 无线充电 高刷新率 拍照神器,2578.0,荣耀京东自营官方旗舰店,荣耀,//img16.360buyimg.com/n7/jfs/78a97d6477.jpg,47177,23876,4.7,22762,21735,95.00%,4129,822,837,277
731041641374,100995689546231,vivo Y系列 大电池 OIS光学防抖,874.3,vivo京东自营官方旗舰店,vivo,//img20.360buyimg.com/n7/jfs/8f2be87adf.jpg,104482,54034,4.8,51808,50327,97.00%,5009,1553,1816,410
155309461613,100693551511016,华为 Mate系列 OIS光学防抖 5G 快充,6534.8,华为京东自营官方旗舰店,华为,//img16.360buyimg.com/n7/jfs/a2789ac9da.jpg,11710,26860,4.9,26502,21887,98.00%,1160,245,204,154
316336633839,100609770351597,真我 Q系列 大电池 无线充电 骁龙处理器,1645.7,真我京东自营官方旗舰店,真我,//img20.360buyimg.com/n7/jfs/3cf7ab491a.jpg,105256,47357,4.6,44965,40823,94.00%,6771,1942,1802,590
226107519704,100375345905281,vivo iQOO Neo 5G 天玑处理器 OIS光学防抖,2707.9,iQOO京东自营官方店,vivo,//img13.360buyimg.com/n7/jfs/f6d49fe8b2.jpg,63269,69738,4.8,68814,57174,97.00%,3272,682,567,357
751489814708,100750870166404,真我 V系列 无线充电 5G 全面屏 OIS光学防抖,1608.1,真我京东自营官方旗舰店,真我,//img11.360buyimg.com/n7/jfs/e3f57a1062.jpg,88769,46447,4.6,44942,41914,94.00%,4696,1800,865,640
929375517162,100789345345131,荣耀 Magic系列 无线充电 曲面屏 5G 高刷新率,5125.8,荣耀京东自营官方旗舰店,荣耀,//img10.360buyimg.com/n7/jfs/95c5a123ed.jpg,12376,18883,4.8,18398,16651,97.00%,1993,303,186,299
591015498083,100111655976406,荣耀 数字系列 6400万像素 自研芯片 5G 高刷新率,4113.4,荣耀京东自营官方旗舰店,荣耀,//img19.360buyimg.com/n7/jfs/db25076b69.jpg,59979,49410,4.7,48555,40419,95.00%,6027,797,267,588
365523392631,100215382010682,荣耀 X系列 天玑处理器 6400万像素 拍照神器 骁龙处理器,1115.6,荣耀京东自营官方旗舰店,荣耀,//img19.360buyimg.com/n7/jfs/4bdf2e0087.jpg,86489,69270,4.6,66408,55474,94.00%,13378,1416,1952,910
991141930886,100486580302366,小米 Redmi K系列 OIS光学防抖 高刷新率 骁龙处理器,2541.3,小米京东自营官方旗舰店,小米,//img16.360buyimg.com/n7/jfs/03dc86e18f.jpg,33963,41515,4.8,39597,35008,96.00%,9674,917,1577,341
416521367103,100952666246221,oppo Realme Q系列 大电池 游戏优化 拍照神器,1720.1,realme真我京东自营官方旗舰店,oppo,//img20.360buyimg.com/n7/jfs/c2a235dc5e.jpg,52737,30072,4.7,28730,28392,95.00%,5990,432,685,657
299783588531,100883528341463,荣耀 Play系列 自研芯片 无线充电,2138.9,荣耀京东自营官方旗舰店,荣耀,//img18.360buyimg.com/n7/jfs/e557c92de1.jpg,48493,33099,4.7,31803,26564,95.00%,7484,963,901,395
565970623529,100854681082795,真我 Neo系列 骁龙处理器 自研芯片 6400万像素,2915.7,真我京东自营官方旗舰店,真我,//img13.360buyimg.com/n7/jfs/224f9fd71c.jpg,74187,83529,4.7,81957,75167,95.00%,8306,1933,891,681
364475673466,100819207679427,荣耀 Note系列 无线充电 骁龙处理器,2500.8,荣耀京东自营官方旗舰店,荣耀,//img19.360buyimg.com/n7/jfs/a99cfd6b5b.jpg,26802,21669,4.7,20180,20343,95.00%,3798,497,930,559
902399810237,100406130765125,oppo Reno系列 OIS光学防抖 拍照神器 自研芯片,2262.5,oppo京东自营官方旗舰店,oppo,//img20.360buyimg.com/n7/jfs/97721e438e.jpg,42385,43633,4.8,42783,39084,96.00%,6227,906,489,361
208750692582,100879025236318,vivo X系列 轻薄机身 拍照神器 1亿像素 无线充电,3717.8,vivo京东自营官方旗舰店,vivo,//img20.360buyimg.com/n7/jfs/b449c26ef3.jpg,48091,21038,4.9,20424,18910,98.00%,1364,613,324,290
711677417234,100531160632950,oppo Ace系列 OIS光学防抖 拍照神器,4308.3,oppo京东自营官方旗舰店,oppo,//img19.360buyimg.com/n7/jfs/b3030fd05e.jpg,26651,32365,4.8,31012,26622,96.00%,3479,605,951,402
866057498625,100751411658466,真我 Neo系列 5G 高刷新率 曲面屏,1906.9,真我京东自营官方旗舰店,真我,//img20.360buyimg.com/n7/jfs/c98990a49d.jpg,35698,66368,4.7,64867,57780,95.00%,8294,1637,909,592
763714555013,100264202467536,华为 Mate系列 6400万像素 骁龙处理器,5940.1,华为京东自营官方旗舰店,华为,//img19.360buyimg.com/n7/jfs/df35faa988.jpg,19476,25862,4.9,25303,22800,98.00%,1580,457,361,198
348259991400,100661091508023,vivo iQOO Z 游戏优化 曲面屏,1950.7,iQOO京东自营官方店,vivo,//img17.360buyimg.com/n7/jfs/33f547ddad.jpg,86150,67143,4.7,66103,54116,95.00%,3534,573,721,319
499432520780,100228378332565,华为 nova系列 高刷新率 轻薄机身,2771.7,华为京东自营官方旗舰店,华为,//img14.360buyimg.com/n7/jfs/c1d254f8fd.jpg,78493,48320,4.7,47637,39622,95.00%,1633,601,305,378
712510147687,100264669262445,oppo Reno系列 拍照神器 1亿像素 无线充电 自研芯片,2649.0,oppo京东自营官方旗舰店,oppo,//img13.360buyimg.com/n7/jfs/921d5472c0.jpg,78063,77280,4.8,76400,73162,96.00%,4590,708,496,384
812423262082,100850914100114,荣耀 Note系列 自研芯片 曲面屏 1亿像素 快充,2537.9,荣耀京东自营官方旗舰店,荣耀,//img12.360buyimg.com/n7/jfs/68db78b26d.jpg,27850,29242,4.7,28226,26280,95.00%,2334,925,698,318
633994056486,100394945837722,华为 Mate系列 自研芯片 曲面屏,10868.3,华为京东自营官方旗舰店,华为,//img16.360buyimg.com/n7/jfs/ad94057a1d.jpg,10068,15968,4.9,15412,13007,98.00%,1380,216,311,245
533545756687,100170441951010,华为 Mate系列 OIS光学防抖 全面屏,6556.6,华为京东自营官方旗舰店,华为,//img12.360buyimg.com/n7/jfs/e9e92cc202.jpg,13578,17409,4.9,17035,15245,98.00%,1566,443,159,215
147987281485,100504616375139,华为 畅享系列 高刷新率 自研芯片 全面屏 天玑处理器,1153.1,华为京东自营官方旗舰店,华为,//img11.360buyimg.com/n7/jfs/1ab29c695b.jpg,73370,60105,4.6,57961,55447,94.00%,6079,1864,1406,738
261197353018,100749303658868,vivo Y系列 无线充电 5G,814.5,vivo京东自营官方旗舰店,vivo,//img18.360buyimg.com/n7/jfs/bb6774d9ac.jpg,93877,53989,4.8,52943,46562,97.00%,3158,1495,577,469
294015543781,100683474898389,华为 畅享系列 骁龙处理器 无线充电,1086.7,华为京东自营官方旗舰店,华为,//img14.360buyimg.com/n7/jfs/f2c5d7be28.jpg,80035,89784,4.6,87246,76112,94.00%,4620,1973,1682,856
645840625971,100505383154477,真我 Q系列 轻薄机身 拍照神器 高刷新率,1243.5,真我京东自营官方旗舰店,真我,//img19.360buyimg.com/n7/jfs/2b34c7bdbe.jpg,66832,109733,4.6,107226,89201,94.00%,9964,677,1768,739
386719833026,100629542302676,华为 Mate系列 快充 骁龙处理器 5G 曲面屏,10393.1,华为京东自营官方旗舰店,华为,//img20.360buyimg.com/n7/jfs/8a0467754b.jpg,12287,10219,4.9,10013,9442,98.00%,1593,477,120,86
879108933808,100638155319609,荣耀 Magic系列 全面屏 游戏优化 快充 OIS光学防抖,4620.5,荣耀京东自营官方旗舰店,荣耀,//img11.360buyimg.com/n7/jfs/a2501bc0ac.jpg,35555,21744,4.8,21239,20540,97.00%,2043,365,433,72
117782576091,100227509527685,荣耀 Note系列 快充 游戏优化 全面屏,2528.2,荣耀京东自营官方旗舰店,荣耀,//img19.360buyimg.com/n7/jfs/bba4bbbe1d.jpg,26930,20261,4.7,19011,18709,95.00%,2308,668,867,383
529802593622,100988667370531,oppo A系列 5G 1亿像素 曲面屏,1169.1,oppo京东自营官方旗舰店,oppo,//img12.360buyimg.com/n7/jfs/c1a981aa11.jpg,50411,74563,4.6,72427,69211,94.00%,12143,1784,1619,517
656720535987,100267361231508,小米 Civi系列 全面屏 拍照神器,2795.3,小米京东自营官方旗舰店,小米,//img17.360buyimg.com/n7/jfs/851d892673.jpg,42143,23452,4.7,22490,19204,95.00%,5105,349,656,306
626804335990,100818456825496,vivo Y系列 轻薄机身 5G 高刷新率,1307.9,vivo京东自营官方旗舰店,vivo,//img20.360buyimg.com/n7/jfs/58480f6360.jpg,111811,77459,4.8,75292,72417,97.00%,6738,1907,1781,386
540673940345,100258607739501,vivo Y系列 自研芯片 快充 5G 高刷新率,1146.9,vivo京东自营官方旗舰店,vivo,//img11.360buyimg.com/n7/jfs/1ea4e9ca34.jpg,146520,181032,4.8,179365,158608,97.00%,7560,1153,721,946
819431112646,100131449376782,vivo iQOO Z 天玑处理器 大电池,1456.7,iQOO京东自营官方店,vivo,//img13.360buyimg.com/n7/jfs/ff33663acc.jpg,99629,83797,4.7,82245,69849,95.00%,3411,664,723,829
154099143701,100583018933639,vivo iQOO Neo 无线充电 天玑处理器 自研芯片 拍照神器,2399.2,iQOO京东自营官方店,vivo,//img20.360buyimg.com/n7/jfs/9c0812856a.jpg,56126,30426,4.8,29619,25568,97.00%,3772,927,540,267
618802628560,100701242565382,vivo iQOO数字系列 大电池 骁龙处理器 快充,5600.9,iQOO京东自营官方店,vivo,//img14.360buyimg.com/n7/jfs/74d9443828.jpg,16860,21883,4.9,21555,19585,98.00%,1579,640,189,139
599130543975,100832073359468,真我 Q系列 快充 5G 全面屏 6400万像素,1701.4,真我京东自营官方旗舰店,真我,//img14.360buyimg.com/n7/jfs/aec0258a2f.jpg,79918,44487,4.6,42421,40544,94.00%,9909,1872,1708,358
465530961414,100396206220172,荣耀 畅玩系列 游戏优化 骁龙处理器,1235.9,荣耀京东自营官方旗舰店,荣耀,//img16.360buyimg.com/n7/jfs/c870eba74b.jpg,90852,88567,4.5,86754,70902,93.00%,8093,927,920,893
414639189760,100914694520707,华为 P系列 大电池 5G 曲面屏,8178.8,华为京东自营官方旗舰店,华为,//img13.360buyimg.com/n7/jfs/f531921e0a.jpg,32640,26320,4.8,25995,22678,97.00%,2750,298,218,107
305292302292,100754810049328,vivo iQOO Neo 轻薄机身 高刷新率,2512.1,iQOO京东自营官方店,vivo,//img16.360buyimg.com/n7/jfs/11c46d7529.jpg,72288,68585,4.8,67301,57513,97.00%,4632,921,956,328
188114557275,100345674701106,小米 数字系列 OIS光学防抖 大电池,3487.8,小米京东自营官方旗舰店,小米,//img11.360buyimg.com/n7/jfs/860da32c6e.jpg,57515,64699,4.8,62754,58941,96.00%,3034,1078,1414,531
823850457831,100635205473965,小米 Civi系列 天玑处理器 全面屏,2458.1,小米京东自营官方旗舰店,小米,//img14.360buyimg.com/n7/jfs/c059545e4d.jpg,21805,41061,4.7,39871,38703,95.00%,2073,943,401,789
301862913781,100274993699323,荣耀 数字系列 拍照神器 OIS光学防抖 游戏优化 1亿像素,2946.2,荣耀京东自营官方旗舰店,荣耀,//img19.360buyimg.com/n7/jfs/05658835b4.jpg,56653,28940,4.7,27859,24897,95.00%,3563,352,633,448
188648788124,100215935625307,荣耀 畅玩系列 轻薄机身 自研芯片 曲面屏,1228.3,荣耀京东自营官方旗舰店,荣耀,//img13.360buyimg.com/n7/jfs/f2d9b09e78.jpg,100258,66790,4.5,64191,54973,93.00%,7536,1466,1938,661
996538515276,100935059906397,华为 P系列 5G 曲面屏,7950.4,华为京东自营官方旗舰店,华为,//img20.360buyimg.com/n7/jfs/c9a13203dd.jpg,29002,26494,4.8,26208,24056,97.00%,1909,599,120,166
871822165457,100676761967004,小米 Ultra系列 高刷新率 大电池,7831.5,小米京东自营官方旗舰店,小米,//img20.360buyimg.com/n7/jfs/fa8179341c.jpg,20094,14936,4.9,14419,11969,98.00%,3105,771,274,243
446992994527,100819816560975,荣耀 畅玩系列 曲面屏 高刷新率 无线充电,1274.7,荣耀京东自营官方旗舰店,荣耀,//img11.360buyimg.com/n7/jfs/8db6e13c34.jpg,44245,92752,4.5,90804,87758,93.00%,9671,1518,1087,861
742006762454,100741354162939,小米 Mix系列 轻薄机身 1亿像素,5237.0,小米京东自营官方旗舰店,小米,//img10.360buyimg.com/n7/jfs/81c2f83808.jpg,19798,14727,4.9,14084,13642,98.00%,2702,343,492,151
587387778101,100903539010647,vivo Y系列 轻薄机身 大电池,1061.4,vivo京东自营官方旗舰店,vivo,//img14.360buyimg.com/n7/jfs/1f72991237.jpg,70167,69626,4.8,67461,59858,97.00%,7279,1121,1780,385
628280366583,100645030326454,华为 nova系列 快充 自研芯片,2428.9,华为京东自营官方旗舰店,华为,//img16.360buyimg.com/n7/jfs/ab376e332d.jpg,42717,79685,4.7,78551,68799,95.00%,1669,355,807,327
412887899967,100795076686214,荣耀 Magic系列 快充 OIS光学防抖,5305.1,荣耀京东自营官方旗舰店,荣耀,//img16.360buyimg.com/n7/jfs/e893f35bb9.jpg,11825,36886,4.8,36460,32028,97.00%,3979,718,138,288
766135483295,100325779335927,oppo Ace系列 大电池 轻薄机身,3035.8,oppo京东自营官方旗舰店,oppo,//img10.360buyimg.com/n7/jfs/ff11966a5b.jpg,46646,29938,4.8,29023,26021,96.00%,2051,359,581,334
849991653649,100900718794045,oppo Ace系列 骁龙处理器 5G,4388.5,oppo京东自营官方旗舰店,oppo,//img10.360buyimg.com/n7/jfs/10d7107c80.jpg,41865,33692,4.8,32785,28654,96.00%,2735,533,682,225
580545064285,100200393302316,oppo Reno系列 骁龙处理器 快充 大电池 全面屏,3741.8,oppo京东自营官方旗舰店,oppo,//img18.360buyimg.com/n7/jfs/cdf1a3d523.jpg,27879,46605,4.8,45689,42771,96.00%,7686,527,645,271
728673026431,100262555944827,oppo K系列 全面屏 5G,1571.5,oppo京东自营官方旗舰店,oppo,//img15.360buyimg.com/n7/jfs/36d9726b80.jpg,81443,44308,4.7,42492,41061,95.00%,10547,1988,1016,800
324958091440,100207635728087,oppo Reno系列 全面屏 自研芯片 大电池,2909.0,oppo京东自营官方旗舰店,oppo,//img13.360buyimg.com/n7/jfs/bc5f076c3d.jpg,38354,72390,4.8,71024,68345,96.00%,3519,715,588,778
849212094892,100269385820480,小米 Ultra系列 曲面屏 游戏优化,6988.0,小米京东自营官方旗舰店,小米,//img10.360buyimg.com/n7/jfs/aea91e9199.jpg,18699,11416,4.9,10933,10517,98.00%,2984,620,295,188
300345011079,100212041071458,华为 Mate系列 快充 高刷新率 OIS光学防抖,11563.8,华为京东自营官方旗舰店,华为,//img12.360buyimg.com/n7/jfs/b9b07602ae.jpg,24913,11077,4.9,10537,9293,98.00%,2436,614,427,113
737847901274,100167207020401,华为 P系列 无线充电 天玑处理器 5G,5084.9,华为京东自营官方旗舰店,华为,//img19.360buyimg.com/n7/jfs/7056516af7.jpg,25527,29395,4.8,28884,27174,97.00%,2082,542,418,93
406201125456,100598048253430,真我 Q系列 轻薄机身 游戏优化 5G 曲面屏,1985.2,真我京东自营官方旗舰店,真我,//img11.360buyimg.com/n7/jfs/50e69a2bc0.jpg,91399,77270,4.6,75266,61990,94.00%,8969,1915,1431,573
354637299080,100824678023548,小米 Ultra系列 轻薄机身 天玑处理器 曲面屏 大电池,6547.0,小米京东自营官方旗舰店,小米,//img13.360buyimg.com/n7/jfs/08bb933e2d.jpg,11035,23132,4.9,22704,18889,98.00%,3183,240,256,172
644507857685,100335748871986,真我 Q系列 全面屏 天玑处理器 高刷新率,1589.7,真我京东自营官方旗舰店,真我,//img11.360buyimg.com/n7/jfs/ed0a65a880.jpg,59796,60748,4.6,58416,49673,94.00%,5986,1630,1465,867
801766347999,100899585364740,vivo iQOO数字系列 拍照神器 自研芯片,3602.7,iQOO京东自营官方店,vivo,//img15.360buyimg.com/n7/jfs/5d3d3f62fd.jpg,26060,34351,4.9,34065,29338,98.00%,3816,387,143,143
714712870444,100356625969224,小米 数字系列 OIS光学防抖 1亿像素 快充 曲面屏,3003.3,小米京东自营官方旗舰店,小米,//img11.360buyimg.com/n7/jfs/642e7abb4b.jpg,34518,60449,4.8,57580,48974,96.00%,6320,1645,1871,998
855116995051,100924782341551,荣耀 Magic系列 轻薄机身 自研芯片 拍照神器,4820.4,荣耀京东自营官方旗舰店,荣耀,//img15.360buyimg.com/n7/jfs/c52b651db5.jpg,31079,22609,4.8,21930,20445,97.00%,2917,672,404,275
735393892497,100391257323774,vivo S系列 高刷新率 OIS光学防抖 天玑处理器 6400万像素,1766.6,vivo京东自营官方旗舰店,vivo,//img17.360buyimg.com/n7/jfs/1eb2da9f8b.jpg,49289,52561,4.8,51359,48437,96.00%,2313,980,602,600
118312412983,100926039609179,小米 Mix系列 骁龙处理器 高刷新率 拍照神器,4481.8,小米京东自营官方旗舰店,小米,//img10.360buyimg.com/n7/jfs/eaa6ba7374.jpg,22418,28442,4.9,27717,25821,98.00%,2621,751,429,296
219074960328,100732914427374,小米 Redmi K系列 轻薄机身 无线充电 大电池 OIS光学防抖,2604.6,小米京东自营官方旗舰店,小米,//img20.360buyimg.com/n7/jfs/11e5d8cb9f.jpg,79504,50763,4.8,49151,45294,96.00%,9591,856,693,919
633039137206,100524913086119,华为 畅享系列 1亿像素 5G 自研芯片,1277.8,华为京东自营官方旗舰店,华为,//img20.360buyimg.com/n7/jfs/f1997e4725.jpg,41953,56923,4.6,54836,48804,94.00%,6770,1758,1612,475
736357414181,100775178187508,小米 Redmi K系列 拍照神器 自研芯片 无线充电 骁龙处理器,2818.0,小米京东自营官方旗舰店,小米,//img12.360buyimg.com/n7/jfs/97e6e2cac4.jpg,73495,59959,4.8,59052,53987,96.00%,9071,1039,602,305
472500744024,100789660844757,vivo S系列 5G 骁龙处理器,2483.2,vivo京东自营官方旗舰店,vivo,//img13.360buyimg.com/n7/jfs/085d91051e.jpg,32313,92741,4.8,91897,81232,96.00%,3262,661,396,448
919724074635,100302956341795,真我 V系列 轻薄机身 全面屏,1284.4,真我京东自营官方旗舰店,真我,//img10.360buyimg.com/n7/jfs/7712bffd99.jpg,98263,68551,4.6,66882,61462,94.00%,5311,915,767,902
687645349149,100709857793956,华为 畅享系列 5G 游戏优化 骁龙处理器,1222.8,华为京东自营官方旗舰店,华为,//img16.360buyimg.com/n7/jfs/3b7be2ea49.jpg,50843,50647,4.6,48143,43620,94.00%,5032,956,1785,719
442462683247,100958915144910,真我 V系列 轻薄机身 游戏优化 拍照神器 OIS光学防抖,1162.9,真我京东自营官方旗舰店,真我,//img10.360buyimg.com/n7/jfs/835dcc7a68.jpg,40374,82504,4.6,80963,72132,94.00%,6574,1600,1162,379
202307811601,100262859723061,小米 Mix系列 全面屏 快充 骁龙处理器 1亿像素,4766.6,小米京东自营官方旗舰店,小米,//img18.360buyimg.com/n7/jfs/ef4af57bd7.jpg,25154,27354,4.9,27043,24503,98.00%,2382,681,170,141
652556789922,100463963494726,华为 nova系列 轻薄机身 游戏优化,2238.6,华为京东自营官方旗舰店,华为,//img20.360buyimg.com/n7/jfs/6b6c34d422.jpg,38011,67755,4.7,66498,63131,95.00%,5948,692,780,477
803683405767,100782099155953,小米 Civi系列 全面屏 大电池,2067.2,小米京东自营官方旗舰店,小米,//img18.360buyimg.com/n7/jfs/70cca9aa5b.jpg,30230,15614,4.7,14754,13700,95.00%,3665,305,540,320
306851816857,100306750980389,小米 Redmi Note 6400万像素 全面屏 OIS光学防抖,1658.1,小米京东自营官方旗舰店,小米,//img10.360buyimg.com/n7/jfs/b65d5d21c5.jpg,81062,84995,4.7,81790,71308,95.00%,13265,2600,1905,1300
323571456342,100286289045305,oppo A系列 大电池 拍照神器 游戏优化 1亿像素,1789.5,oppo京东自营官方旗舰店,oppo,//img10.360buyimg.com/n7/jfs/0c750349b5.jpg,72955,65528,4.6,63560,58209,94.00%,9373,916,1380,588
362502960069,100327133615492,小米 Civi系列 曲面屏 高刷新率 OIS光学防抖,2644.1,小米京东自营官方旗舰店,小米,//img14.360buyimg.com/n7/jfs/a8efeeeb66.jpg,23375,34840,4.7,33273,27942,95.00%,3544,413,932,635
956415077881,100305498091906,vivo Y系列 拍照神器 OIS光学防抖,1304.0,vivo京东自营官方旗舰店,vivo,//img18.360buyimg.com/n7/jfs/dce5928382.jpg,67330,161065,4.8,159150,152349,97.00%,2478,891,1083,832
264362411314,100898020275043,华为 畅享系列 5G 天玑处理器 无线充电,1865.0,华为京东自营官方旗舰店,华为,//img12.360buyimg.com/n7/jfs/9846e2073c.jpg,104078,76772,4.6,74887,62526,94.00%,2421,1250,1248,637
280131501839,100371217382321,荣耀 Note系列 曲面屏 轻薄机身 拍照神器 高刷新率,2815.5,荣耀京东自营官方旗舰店,荣耀,//img15.360buyimg.com/n7/jfs/e96f55cc67.jpg,38038,38326,4.7,36862,31300,95.00%,1976,607,905,559
945837523326,100373258429576,oppo K系列 全面屏 无线充电,1904.8,oppo京东自营官方旗舰店,oppo,//img18.360buyimg.com/n7/jfs/261a24555a.jpg,106112,89334,4.7,86921,83727,95.00%,7617,1737,1633,780
324651245990,100992347870642,vivo Y系列 无线充电 快充 大电池 6400万像素,1352.0,vivo京东自营官方旗舰店,vivo,//img20.360buyimg.com/n7/jfs/902b49aa88.jpg,102602,95957,4.8,94584,90592,97.00%,3967,1971,701,672
710454841680,100589499753673,荣耀 Magic系列 5G 大电池 自研芯片 高刷新率,5859.0,荣耀京东自营官方旗舰店,荣耀,//img17.360buyimg.com/n7/jfs/824334cb6a.jpg,10218,15700,4.8,15163,13484,97.00%,2273,740,382,155
303879780029,100144915528601,真我 Q系列 大电池 无线充电 曲面屏,1620.2,真我京东自营官方旗舰店,真我,//img17.360buyimg.com/n7/jfs/c2b281c282.jpg,71567,80468,4.6,77970,66152,94.00%,6493,1618,1571,927
333802491939,100489653172322,oppo A系列 高刷新率 曲面屏 6400万像素,1111.5,oppo京东自营官方旗舰店,oppo,//img15.360buyimg.com/n7/jfs/4a122c9053.jpg,113943,115011,4.6,113462,94477,94.00%,9639,825,1191,358
400408027605,100423801646913,vivo iQOO数字系列 6400万像素 1亿像素 全面屏 天玑处理器,3925.0,iQOO京东自营官方店,vivo,//img20.360buyimg.com/n7/jfs/0602223686.jpg,19002,10100,4.9,9586,8888,98.00%,2244,330,418,96
229059705100,100885884090813,真我 Neo系列 骁龙处理器 拍照神器 5G 高刷新率,1720.5,真我京东自营官方旗舰店,真我,//img17.360buyimg.com/n7/jfs/b0df9c70c4.jpg,45260,37019,4.7,34078,30359,95.00%,4606,788,1941,1000
297834250366,100278159936199,小米 Civi系列 高刷新率 快充 无线充电,2123.0,小米京东自营官方旗舰店,小米,//img11.360buyimg.com/n7/jfs/608328a833.jpg,39121,48731,4.7,47641,44615,95.00%,2938,459,478,612
